,xbox,ybox,width,high,onpix,xbar,ybar,x2bar,y2bar,xybar,x2ybar,xy2bar,xege,xegvy,yege,yegvx,lettr,prediction
19066,3.0,5.0,4.0,4.0,2.0,5.0,9.0,1.0,8.0,10.0,9.0,5.0,2.0,10.0,4.0,4.0,Y,Y
19067,3.0,5.0,5.0,4.0,3.0,6.0,6.0,6.0,5.0,9.0,5.0,8.0,3.0,6.0,4.0,7.0,O,O
19068,4.0,9.0,4.0,4.0,2.0,8.0,3.0,3.0,4.0,8.0,2.0,8.0,3.0,6.0,5.0,8.0,S,S
19069,7.0,11.0,10.0,8.0,8.0,10.0,6.0,1.0,6.0,10.0,3.0,8.0,6.0,8.0,6.0,11.0,K,H
19070,2.0,1.0,3.0,2.0,2.0,7.0,7.0,6.0,6.0,7.0,6.0,5.0,2.0,8.0,2.0,7.0,D,D
19071,4.0,7.0,4.0,5.0,4.0,7.0,8.0,12.0,1.0,7.0,4.0,8.0,3.0,8.0,0.0,8.0,H,H
19072,2.0,6.0,3.0,4.0,1.0,3.0,7.0,7.0,3.0,7.0,7.0,11.0,3.0,8.0,2.0,10.0,K,K
19073,1.0,0.0,1.0,0.0,0.0,7.0,8.0,10.0,1.0,7.0,6.0,8.0,2.0,8.0,0.0,8.0,H,H
19074,2.0,3.0,3.0,5.0,3.0,8.0,7.0,7.0,3.0,6.0,6.0,9.0,3.0,8.0,5.0,10.0,Q,Q
19075,5.0,9.0,7.0,6.0,3.0,8.0,8.0,4.0,8.0,11.0,6.0,7.0,2.0,8.0,5.0,7.0,S,S
19076,3.0,1.0,3.0,3.0,2.0,7.0,9.0,5.0,4.0,7.0,6.0,7.0,4.0,8.0,1.0,7.0,N,N
19077,5.0,6.0,7.0,4.0,3.0,7.0,8.0,1.0,8.0,10.0,6.0,8.0,3.0,8.0,3.0,7.0,X,X
19078,5.0,9.0,7.0,7.0,5.0,7.0,7.0,9.0,4.0,7.0,6.0,8.0,3.0,8.0,3.0,8.0,O,O
19079,1.0,0.0,2.0,0.0,0.0,7.0,4.0,2.0,0.0,7.0,2.0,8.0,2.0,7.0,1.0,8.0,A,A
19080,4.0,9.0,5.0,6.0,2.0,6.0,6.0,7.0,10.0,9.0,5.0,14.0,1.0,10.0,4.0,9.0,C,C
19081,4.0,10.0,7.0,8.0,6.0,6.0,8.0,2.0,6.0,7.0,6.0,10.0,4.0,6.0,7.0,7.0,X,C
19082,5.0,10.0,7.0,8.0,7.0,8.0,5.0,8.0,3.0,6.0,7.0,8.0,4.0,7.0,7.0,8.0,Q,Q
19083,5.0,10.0,4.0,6.0,3.0,6.0,7.0,6.0,3.0,9.0,7.0,9.0,5.0,9.0,5.0,8.0,O,O
19084,4.0,6.0,5.0,4.0,3.0,7.0,7.0,3.0,7.0,10.0,5.0,7.0,2.0,8.0,5.0,8.0,S,B
19085,4.0,6.0,6.0,6.0,6.0,6.0,8.0,4.0,4.0,8.0,7.0,9.0,4.0,11.0,8.0,10.0,E,E
19086,1.0,6.0,2.0,4.0,2.0,7.0,7.0,1.0,8.0,7.0,6.0,9.0,0.0,8.0,3.0,8.0,I,I
19087,4.0,6.0,5.0,5.0,4.0,8.0,5.0,5.0,6.0,6.0,7.0,8.0,3.0,8.0,6.0,9.0,L,Q
19088,5.0,9.0,8.0,7.0,6.0,6.0,8.0,3.0,6.0,7.0,7.0,11.0,5.0,6.0,8.0,6.0,X,C
19089,4.0,9.0,5.0,7.0,5.0,10.0,6.0,4.0,5.0,10.0,3.0,6.0,3.0,7.0,3.0,8.0,D,D
19090,5.0,10.0,6.0,8.0,2.0,6.0,7.0,7.0,10.0,7.0,6.0,15.0,1.0,8.0,4.0,9.0,C,C
19091,8.0,10.0,9.0,6.0,4.0,8.0,6.0,3.0,4.0,13.0,4.0,8.0,6.0,8.0,0.0,7.0,N,N
19092,2.0,7.0,4.0,5.0,1.0,9.0,10.0,1.0,3.0,6.0,12.0,8.0,1.0,11.0,0.0,8.0,Y,Y
19093,5.0,7.0,5.0,5.0,3.0,7.0,10.0,1.0,10.0,11.0,9.0,5.0,1.0,9.0,4.0,4.0,T,T
19094,5.0,6.0,7.0,6.0,6.0,8.0,10.0,5.0,8.0,7.0,6.0,8.0,3.0,10.0,7.0,7.0,T,T
19095,5.0,11.0,9.0,8.0,12.0,10.0,6.0,3.0,3.0,8.0,4.0,7.0,11.0,6.0,5.0,4.0,M,M
19096,7.0,11.0,6.0,8.0,4.0,10.0,6.0,2.0,5.0,11.0,6.0,8.0,2.0,9.0,7.0,12.0,J,I
19097,2.0,5.0,3.0,3.0,1.0,10.0,5.0,2.0,6.0,14.0,4.0,9.0,0.0,7.0,0.0,8.0,J,J
19098,4.0,8.0,4.0,6.0,3.0,7.0,7.0,6.0,6.0,10.0,7.0,11.0,2.0,9.0,4.0,9.0,G,G
19099,2.0,8.0,3.0,6.0,1.0,7.0,7.0,0.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0,I,I
19100,6.0,10.0,9.0,7.0,6.0,8.0,6.0,4.0,6.0,8.0,6.0,7.0,3.0,6.0,4.0,7.0,J,J
19101,4.0,10.0,6.0,8.0,4.0,7.0,7.0,3.0,8.0,11.0,7.0,9.0,3.0,8.0,5.0,8.0,E,E
19102,4.0,8.0,5.0,6.0,4.0,6.0,8.0,5.0,5.0,6.0,5.0,8.0,3.0,7.0,5.0,9.0,R,R
19103,4.0,9.0,7.0,7.0,5.0,8.0,7.0,3.0,8.0,5.0,6.0,8.0,2.0,8.0,6.0,8.0,X,X
19104,5.0,10.0,8.0,7.0,5.0,4.0,7.0,1.0,8.0,10.0,10.0,10.0,4.0,7.0,4.0,5.0,X,K
19105,2.0,0.0,2.0,1.0,1.0,8.0,7.0,7.0,4.0,6.0,6.0,9.0,2.0,8.0,3.0,8.0,Q,Q
19106,2.0,7.0,3.0,4.0,1.0,4.0,8.0,8.0,2.0,6.0,4.0,11.0,3.0,8.0,2.0,10.0,K,K
19107,3.0,7.0,4.0,5.0,2.0,6.0,8.0,9.0,8.0,9.0,7.0,10.0,2.0,11.0,4.0,9.0,C,G
19108,5.0,6.0,7.0,6.0,6.0,6.0,9.0,4.0,3.0,6.0,5.0,9.0,8.0,7.0,5.0,9.0,N,G
19109,1.0,3.0,2.0,1.0,0.0,8.0,6.0,3.0,5.0,14.0,7.0,11.0,1.0,7.0,0.0,7.0,J,J
19110,4.0,8.0,5.0,6.0,5.0,8.0,8.0,7.0,6.0,5.0,8.0,9.0,6.0,8.0,3.0,7.0,U,N
19111,2.0,3.0,3.0,4.0,2.0,8.0,8.0,5.0,2.0,7.0,8.0,10.0,2.0,9.0,4.0,8.0,Q,Q
19112,4.0,6.0,5.0,4.0,3.0,6.0,9.0,3.0,9.0,11.0,8.0,6.0,1.0,8.0,6.0,6.0,Z,Z
19113,5.0,11.0,8.0,8.0,5.0,10.0,1.0,2.0,3.0,8.0,2.0,8.0,4.0,8.0,4.0,9.0,A,A
19114,6.0,5.0,6.0,8.0,3.0,7.0,7.0,15.0,2.0,4.0,6.0,8.0,6.0,8.0,0.0,8.0,N,N
19115,3.0,7.0,4.0,5.0,2.0,9.0,9.0,4.0,2.0,5.0,13.0,8.0,2.0,10.0,0.0,8.0,V,V
19116,3.0,2.0,3.0,3.0,2.0,8.0,8.0,7.0,5.0,8.0,5.0,7.0,2.0,8.0,8.0,8.0,S,S
19117,2.0,3.0,3.0,1.0,1.0,5.0,12.0,2.0,7.0,11.0,9.0,4.0,0.0,9.0,1.0,5.0,T,T
19118,4.0,6.0,6.0,4.0,3.0,7.0,7.0,1.0,8.0,10.0,8.0,8.0,3.0,8.0,3.0,7.0,X,X
19119,5.0,10.0,7.0,7.0,4.0,4.0,10.0,2.0,8.0,11.0,12.0,9.0,3.0,9.0,2.0,6.0,Y,U
19120,6.0,14.0,6.0,8.0,4.0,10.0,3.0,4.0,7.0,11.0,3.0,8.0,3.0,9.0,6.0,13.0,Q,Q
19121,4.0,9.0,5.0,8.0,3.0,8.0,9.0,8.0,6.0,6.0,9.0,9.0,3.0,7.0,6.0,10.0,Q,Q
19122,4.0,8.0,5.0,6.0,5.0,7.0,6.0,5.0,4.0,6.0,5.0,7.0,4.0,9.0,6.0,7.0,B,B
19123,9.0,14.0,8.0,8.0,4.0,10.0,2.0,4.0,4.0,13.0,5.0,13.0,2.0,7.0,6.0,9.0,L,L
19124,4.0,9.0,4.0,7.0,3.0,7.0,10.0,2.0,3.0,13.0,5.0,5.0,2.0,8.0,7.0,9.0,J,J
19125,6.0,9.0,8.0,7.0,7.0,6.0,7.0,7.0,5.0,8.0,7.0,8.0,3.0,9.0,7.0,9.0,P,H
19126,3.0,7.0,6.0,5.0,6.0,10.0,7.0,1.0,5.0,9.0,5.0,6.0,4.0,10.0,5.0,7.0,F,F
19127,5.0,8.0,6.0,6.0,7.0,8.0,9.0,5.0,4.0,8.0,5.0,6.0,4.0,10.0,9.0,7.0,S,F
19128,3.0,5.0,4.0,4.0,3.0,8.0,5.0,5.0,5.0,7.0,7.0,7.0,4.0,9.0,6.0,10.0,L,X
19129,2.0,4.0,4.0,3.0,2.0,8.0,7.0,4.0,6.0,10.0,4.0,5.0,2.0,8.0,2.0,8.0,D,D
19130,5.0,8.0,7.0,6.0,8.0,8.0,10.0,5.0,3.0,7.0,7.0,8.0,7.0,9.0,4.0,9.0,O,G
19131,2.0,3.0,3.0,1.0,2.0,7.0,8.0,5.0,5.0,7.0,6.0,6.0,1.0,8.0,5.0,9.0,B,B
19132,5.0,8.0,7.0,7.0,7.0,5.0,7.0,4.0,5.0,7.0,7.0,11.0,4.0,9.0,7.0,9.0,C,E
19133,6.0,9.0,8.0,7.0,5.0,10.0,6.0,4.0,9.0,11.0,3.0,6.0,3.0,8.0,3.0,9.0,D,D
19134,4.0,8.0,5.0,6.0,3.0,9.0,7.0,2.0,6.0,14.0,3.0,7.0,0.0,7.0,0.0,8.0,J,J
19135,2.0,4.0,3.0,3.0,2.0,7.0,12.0,3.0,6.0,7.0,11.0,8.0,2.0,11.0,1.0,8.0,T,T
19136,3.0,3.0,4.0,2.0,1.0,4.0,11.0,2.0,7.0,11.0,10.0,5.0,1.0,11.0,2.0,5.0,Y,Y
19137,2.0,3.0,3.0,2.0,1.0,4.0,12.0,3.0,2.0,10.0,11.0,7.0,2.0,11.0,0.0,8.0,V,V
19138,4.0,11.0,6.0,8.0,9.0,7.0,6.0,5.0,2.0,8.0,7.0,9.0,8.0,10.0,4.0,9.0,V,G
19139,3.0,8.0,4.0,6.0,3.0,3.0,7.0,6.0,2.0,6.0,5.0,10.0,3.0,8.0,2.0,11.0,K,K
19140,3.0,9.0,4.0,7.0,2.0,5.0,7.0,7.0,10.0,7.0,6.0,13.0,1.0,9.0,4.0,9.0,C,C
19141,5.0,8.0,6.0,6.0,6.0,8.0,8.0,7.0,6.0,7.0,6.0,5.0,3.0,7.0,7.0,9.0,B,B
19142,2.0,2.0,3.0,3.0,2.0,8.0,7.0,5.0,9.0,6.0,6.0,7.0,2.0,8.0,7.0,8.0,Z,Z
19143,8.0,8.0,8.0,6.0,5.0,4.0,11.0,3.0,3.0,9.0,9.0,7.0,8.0,11.0,2.0,6.0,W,W
19144,4.0,5.0,5.0,4.0,2.0,6.0,11.0,2.0,8.0,11.0,9.0,5.0,1.0,11.0,3.0,4.0,T,T
19145,2.0,4.0,3.0,3.0,1.0,4.0,12.0,3.0,6.0,12.0,10.0,5.0,1.0,10.0,1.0,5.0,Y,Y
19146,2.0,6.0,4.0,4.0,2.0,11.0,3.0,2.0,2.0,9.0,2.0,9.0,2.0,6.0,2.0,8.0,A,A
19147,6.0,10.0,9.0,8.0,14.0,9.0,7.0,5.0,2.0,7.0,6.0,8.0,11.0,11.0,4.0,8.0,W,W
19148,5.0,10.0,7.0,8.0,4.0,10.0,2.0,6.0,5.0,15.0,5.0,13.0,0.0,7.0,0.0,7.0,J,J
19149,5.0,9.0,6.0,5.0,3.0,2.0,10.0,5.0,3.0,13.0,12.0,9.0,4.0,9.0,0.0,8.0,N,V
19150,2.0,3.0,2.0,1.0,1.0,7.0,7.0,4.0,5.0,6.0,5.0,7.0,2.0,7.0,4.0,8.0,R,R
19151,1.0,0.0,1.0,1.0,0.0,12.0,3.0,5.0,3.0,12.0,5.0,11.0,0.0,7.0,0.0,8.0,J,J
19152,4.0,11.0,6.0,8.0,1.0,10.0,10.0,2.0,2.0,6.0,13.0,8.0,1.0,11.0,0.0,8.0,Y,Y
19153,4.0,9.0,5.0,7.0,3.0,7.0,7.0,4.0,4.0,7.0,6.0,7.0,3.0,8.0,4.0,8.0,X,X
19154,4.0,8.0,5.0,6.0,4.0,6.0,7.0,9.0,7.0,7.0,6.0,7.0,2.0,8.0,9.0,9.0,B,B
19155,2.0,3.0,4.0,2.0,2.0,7.0,11.0,2.0,2.0,7.0,9.0,8.0,5.0,11.0,0.0,8.0,W,W
19156,8.0,10.0,8.0,7.0,3.0,3.0,11.0,5.0,5.0,12.0,12.0,7.0,3.0,10.0,1.0,8.0,V,V
19157,7.0,9.0,10.0,7.0,6.0,4.0,7.0,3.0,5.0,10.0,10.0,10.0,8.0,5.0,2.0,7.0,M,M
19158,9.0,9.0,12.0,8.0,13.0,8.0,8.0,4.0,4.0,7.0,6.0,7.0,12.0,9.0,7.0,3.0,M,M
19159,4.0,8.0,6.0,6.0,8.0,9.0,8.0,5.0,6.0,7.0,6.0,6.0,4.0,7.0,8.0,8.0,D,D
19160,6.0,10.0,6.0,7.0,5.0,5.0,7.0,6.0,5.0,9.0,7.0,12.0,2.0,9.0,5.0,8.0,G,G
19161,3.0,7.0,3.0,5.0,2.0,8.0,7.0,8.0,5.0,9.0,4.0,6.0,3.0,8.0,3.0,8.0,O,D
19162,3.0,2.0,4.0,3.0,3.0,5.0,10.0,2.0,2.0,8.0,9.0,9.0,6.0,11.0,0.0,8.0,W,W
19163,3.0,2.0,4.0,3.0,3.0,8.0,7.0,5.0,6.0,7.0,6.0,6.0,2.0,8.0,6.0,10.0,B,B
19164,5.0,10.0,6.0,8.0,4.0,6.0,8.0,6.0,7.0,6.0,10.0,9.0,3.0,9.0,1.0,7.0,U,U
19165,6.0,11.0,11.0,8.0,8.0,7.0,5.0,2.0,5.0,5.0,1.0,6.0,6.0,8.0,6.0,6.0,A,B
19166,3.0,8.0,5.0,6.0,3.0,12.0,3.0,3.0,2.0,11.0,2.0,9.0,2.0,6.0,2.0,9.0,A,A
19167,3.0,8.0,5.0,6.0,2.0,8.0,10.0,1.0,7.0,5.0,12.0,8.0,1.0,11.0,2.0,8.0,Y,Y
19168,4.0,7.0,5.0,5.0,4.0,8.0,6.0,13.0,1.0,7.0,7.0,8.0,3.0,8.0,0.0,8.0,H,H
19169,4.0,8.0,6.0,6.0,5.0,8.0,6.0,2.0,4.0,9.0,6.0,8.0,7.0,6.0,2.0,8.0,M,M
19170,5.0,7.0,6.0,6.0,6.0,8.0,6.0,5.0,4.0,7.0,5.0,8.0,7.0,9.0,6.0,3.0,N,B
19171,3.0,6.0,4.0,5.0,3.0,8.0,7.0,7.0,5.0,6.0,7.0,9.0,2.0,8.0,4.0,9.0,Q,Q
19172,5.0,11.0,7.0,8.0,4.0,9.0,6.0,3.0,10.0,12.0,4.0,8.0,1.0,7.0,6.0,9.0,Z,Z
19173,5.0,9.0,7.0,7.0,7.0,6.0,6.0,3.0,7.0,8.0,7.0,11.0,7.0,10.0,6.0,7.0,L,L
19174,4.0,8.0,5.0,6.0,6.0,7.0,7.0,7.0,3.0,8.0,5.0,7.0,4.0,7.0,7.0,10.0,R,R
19175,2.0,3.0,3.0,2.0,1.0,7.0,9.0,3.0,4.0,13.0,5.0,4.0,0.0,9.0,2.0,9.0,P,P
19176,4.0,9.0,6.0,7.0,1.0,7.0,8.0,4.0,3.0,7.0,14.0,8.0,3.0,9.0,0.0,8.0,V,V
19177,7.0,12.0,5.0,7.0,4.0,7.0,7.0,4.0,3.0,9.0,9.0,11.0,4.0,10.0,9.0,11.0,C,C
19178,5.0,7.0,6.0,6.0,5.0,8.0,4.0,3.0,5.0,7.0,3.0,8.0,4.0,8.0,4.0,8.0,Q,R
19179,2.0,1.0,2.0,3.0,1.0,4.0,4.0,4.0,6.0,2.0,2.0,6.0,0.0,7.0,1.0,6.0,L,L
19180,11.0,13.0,8.0,7.0,5.0,7.0,8.0,5.0,7.0,10.0,5.0,8.0,6.0,6.0,8.0,11.0,B,D
19181,5.0,8.0,6.0,7.0,7.0,8.0,8.0,4.0,5.0,7.0,7.0,8.0,5.0,10.0,10.0,9.0,S,V
19182,8.0,15.0,7.0,8.0,4.0,6.0,8.0,5.0,3.0,10.0,9.0,5.0,4.0,10.0,4.0,4.0,Y,Y
19183,2.0,4.0,3.0,3.0,2.0,5.0,7.0,4.0,7.0,6.0,6.0,11.0,3.0,8.0,5.0,9.0,K,K
19184,3.0,7.0,3.0,5.0,4.0,6.0,6.0,8.0,5.0,6.0,7.0,7.0,2.0,9.0,7.0,10.0,B,B
19185,9.0,12.0,8.0,7.0,7.0,10.0,7.0,4.0,6.0,10.0,3.0,6.0,7.0,4.0,8.0,8.0,B,B
19186,4.0,6.0,6.0,4.0,4.0,7.0,6.0,1.0,6.0,10.0,6.0,9.0,3.0,8.0,3.0,8.0,K,H
19187,6.0,11.0,8.0,8.0,10.0,7.0,7.0,4.0,5.0,6.0,6.0,9.0,8.0,9.0,8.0,7.0,K,U
19188,8.0,12.0,10.0,7.0,4.0,12.0,4.0,3.0,3.0,13.0,1.0,7.0,5.0,7.0,0.0,8.0,N,N
19189,5.0,7.0,7.0,5.0,5.0,8.0,7.0,2.0,4.0,9.0,7.0,8.0,7.0,6.0,2.0,8.0,M,M
19190,5.0,7.0,7.0,6.0,8.0,7.0,8.0,5.0,5.0,7.0,7.0,7.0,5.0,9.0,11.0,12.0,S,B
19191,5.0,9.0,7.0,6.0,6.0,8.0,8.0,6.0,3.0,6.0,6.0,10.0,5.0,8.0,9.0,8.0,E,E
19192,6.0,13.0,6.0,7.0,5.0,6.0,6.0,5.0,5.0,7.0,8.0,8.0,5.0,8.0,3.0,9.0,U,U
19193,6.0,12.0,8.0,7.0,5.0,13.0,2.0,5.0,2.0,11.0,1.0,9.0,7.0,2.0,1.0,8.0,M,M
19194,5.0,10.0,6.0,8.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,5.0,3.0,8.0,3.0,7.0,D,D
19195,6.0,11.0,7.0,8.0,4.0,6.0,10.0,9.0,4.0,7.0,5.0,8.0,3.0,8.0,6.0,11.0,R,R
19196,1.0,6.0,0.0,4.0,0.0,7.0,7.0,5.0,3.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,I,I
19197,5.0,8.0,5.0,6.0,5.0,8.0,6.0,7.0,3.0,9.0,5.0,7.0,3.0,8.0,3.0,7.0,O,O
19198,5.0,10.0,7.0,8.0,9.0,7.0,9.0,6.0,5.0,7.0,6.0,8.0,7.0,9.0,6.0,10.0,M,M
19199,1.0,1.0,2.0,1.0,1.0,6.0,9.0,7.0,3.0,7.0,5.0,8.0,2.0,7.0,4.0,11.0,R,R
19200,2.0,1.0,2.0,1.0,0.0,8.0,15.0,1.0,4.0,6.0,10.0,8.0,0.0,8.0,0.0,8.0,T,T
19201,4.0,8.0,6.0,6.0,6.0,6.0,8.0,6.0,8.0,6.0,4.0,11.0,3.0,8.0,6.0,9.0,E,E
19202,5.0,5.0,6.0,7.0,3.0,7.0,7.0,15.0,0.0,7.0,6.0,8.0,3.0,8.0,0.0,8.0,H,H
19203,4.0,3.0,4.0,1.0,2.0,3.0,11.0,3.0,2.0,10.0,10.0,8.0,6.0,11.0,1.0,7.0,W,W
19204,3.0,2.0,4.0,4.0,2.0,6.0,8.0,5.0,7.0,6.0,9.0,9.0,3.0,9.0,1.0,7.0,U,U
19205,4.0,10.0,7.0,8.0,4.0,14.0,3.0,4.0,3.0,12.0,0.0,8.0,2.0,6.0,2.0,9.0,A,A
19206,5.0,9.0,6.0,8.0,5.0,8.0,8.0,3.0,6.0,6.0,6.0,9.0,3.0,8.0,7.0,9.0,L,Q
19207,3.0,6.0,3.0,4.0,2.0,5.0,12.0,4.0,5.0,11.0,9.0,5.0,2.0,12.0,1.0,5.0,T,T
19208,8.0,11.0,8.0,8.0,5.0,3.0,12.0,2.0,3.0,9.0,11.0,8.0,6.0,11.0,3.0,6.0,V,W
19209,2.0,1.0,3.0,2.0,2.0,7.0,12.0,3.0,6.0,7.0,10.0,8.0,2.0,11.0,1.0,8.0,T,T
19210,7.0,10.0,7.0,8.0,6.0,6.0,11.0,4.0,6.0,11.0,9.0,5.0,3.0,12.0,2.0,4.0,T,T
19211,2.0,5.0,4.0,4.0,2.0,9.0,7.0,2.0,6.0,14.0,5.0,9.0,1.0,6.0,1.0,8.0,J,J
19212,3.0,5.0,4.0,4.0,3.0,7.0,7.0,6.0,8.0,7.0,6.0,9.0,2.0,8.0,6.0,9.0,E,E
19213,5.0,4.0,5.0,7.0,3.0,7.0,7.0,15.0,2.0,4.0,6.0,8.0,6.0,8.0,0.0,8.0,N,N
19214,6.0,9.0,8.0,6.0,7.0,9.0,8.0,3.0,6.0,10.0,5.0,5.0,3.0,7.0,5.0,9.0,B,B
19215,5.0,10.0,7.0,8.0,7.0,7.0,8.0,5.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,8.0,R,B
19216,4.0,5.0,4.0,8.0,3.0,7.0,8.0,15.0,1.0,7.0,5.0,8.0,3.0,8.0,0.0,8.0,H,H
19217,4.0,8.0,4.0,5.0,1.0,1.0,15.0,5.0,3.0,13.0,10.0,5.0,0.0,8.0,2.0,5.0,F,F
19218,7.0,10.0,9.0,8.0,4.0,6.0,11.0,3.0,6.0,14.0,6.0,3.0,2.0,10.0,2.0,7.0,F,P
19219,4.0,9.0,4.0,4.0,3.0,8.0,8.0,3.0,4.0,12.0,5.0,4.0,3.0,11.0,5.0,7.0,P,P
19220,3.0,6.0,3.0,4.0,2.0,4.0,12.0,7.0,1.0,10.0,6.0,4.0,1.0,10.0,3.0,8.0,P,P
19221,7.0,9.0,6.0,4.0,2.0,7.0,10.0,4.0,5.0,4.0,5.0,10.0,5.0,9.0,2.0,7.0,N,N
19222,2.0,6.0,3.0,4.0,2.0,7.0,7.0,3.0,12.0,8.0,6.0,8.0,0.0,8.0,7.0,8.0,Z,Z
19223,1.0,0.0,1.0,1.0,0.0,3.0,12.0,4.0,3.0,11.0,9.0,6.0,0.0,8.0,2.0,7.0,F,F
19224,1.0,0.0,1.0,0.0,0.0,7.0,7.0,6.0,4.0,7.0,6.0,7.0,1.0,8.0,5.0,9.0,B,B
19225,1.0,0.0,1.0,0.0,0.0,7.0,6.0,10.0,4.0,7.0,12.0,8.0,3.0,10.0,0.0,8.0,U,U
19226,3.0,5.0,4.0,4.0,4.0,9.0,7.0,6.0,6.0,7.0,6.0,6.0,3.0,8.0,3.0,7.0,H,D
19227,3.0,8.0,4.0,6.0,2.0,6.0,7.0,10.0,9.0,6.0,6.0,6.0,3.0,8.0,4.0,8.0,D,D
19228,3.0,8.0,3.0,6.0,3.0,5.0,11.0,8.0,2.0,9.0,5.0,4.0,1.0,9.0,3.0,7.0,P,P
19229,5.0,8.0,5.0,6.0,5.0,8.0,5.0,11.0,0.0,7.0,8.0,8.0,7.0,5.0,0.0,8.0,M,M
19230,3.0,6.0,5.0,4.0,5.0,8.0,6.0,5.0,2.0,7.0,6.0,8.0,7.0,9.0,3.0,9.0,O,O
19231,5.0,8.0,6.0,7.0,6.0,6.0,7.0,5.0,6.0,7.0,5.0,9.0,5.0,4.0,8.0,4.0,D,D
19232,8.0,12.0,6.0,6.0,4.0,8.0,6.0,5.0,5.0,11.0,5.0,9.0,6.0,6.0,7.0,11.0,B,B
19233,4.0,2.0,5.0,4.0,3.0,7.0,8.0,5.0,6.0,7.0,6.0,5.0,6.0,9.0,2.0,6.0,N,N
19234,2.0,7.0,4.0,5.0,2.0,6.0,11.0,2.0,8.0,8.0,11.0,8.0,1.0,10.0,1.0,7.0,T,T
19235,1.0,4.0,3.0,2.0,2.0,9.0,6.0,3.0,5.0,10.0,5.0,6.0,2.0,8.0,2.0,8.0,D,D
19236,2.0,1.0,2.0,2.0,2.0,7.0,7.0,5.0,7.0,6.0,5.0,8.0,2.0,8.0,6.0,10.0,E,E
19237,4.0,7.0,5.0,5.0,3.0,5.0,7.0,5.0,5.0,9.0,8.0,10.0,2.0,8.0,4.0,9.0,G,G
19238,3.0,10.0,5.0,7.0,1.0,7.0,10.0,2.0,2.0,7.0,13.0,8.0,2.0,11.0,0.0,8.0,Y,Y
19239,3.0,4.0,4.0,6.0,4.0,11.0,5.0,2.0,2.0,8.0,5.0,9.0,3.0,8.0,5.0,11.0,H,Q
19240,4.0,9.0,3.0,5.0,3.0,8.0,6.0,3.0,5.0,10.0,5.0,8.0,3.0,9.0,8.0,11.0,E,B
19241,4.0,10.0,6.0,8.0,5.0,7.0,8.0,4.0,5.0,8.0,7.0,7.0,3.0,7.0,4.0,6.0,J,J
19242,4.0,7.0,5.0,5.0,4.0,8.0,7.0,3.0,8.0,6.0,5.0,6.0,3.0,9.0,6.0,8.0,X,X
19243,6.0,9.0,9.0,7.0,11.0,6.0,5.0,4.0,2.0,6.0,4.0,9.0,14.0,6.0,4.0,6.0,M,M
19244,3.0,4.0,5.0,7.0,2.0,5.0,7.0,7.0,10.0,7.0,6.0,12.0,1.0,9.0,4.0,9.0,C,C
19245,5.0,11.0,6.0,8.0,5.0,5.0,7.0,6.0,5.0,8.0,7.0,12.0,4.0,7.0,5.0,8.0,G,C
19246,2.0,10.0,2.0,8.0,3.0,7.0,7.0,0.0,8.0,7.0,6.0,8.0,0.0,8.0,3.0,8.0,I,I
19247,4.0,8.0,7.0,6.0,6.0,7.0,11.0,2.0,2.0,6.0,8.0,8.0,7.0,12.0,1.0,8.0,W,W
19248,3.0,8.0,5.0,6.0,4.0,9.0,10.0,2.0,2.0,6.0,8.0,8.0,7.0,11.0,1.0,8.0,W,W
19249,4.0,8.0,5.0,7.0,5.0,8.0,5.0,5.0,5.0,7.0,7.0,8.0,3.0,8.0,7.0,11.0,L,L
19250,3.0,4.0,4.0,2.0,1.0,5.0,13.0,3.0,6.0,12.0,9.0,3.0,1.0,10.0,1.0,5.0,T,T
19251,3.0,8.0,4.0,6.0,3.0,7.0,8.0,3.0,11.0,8.0,6.0,8.0,0.0,8.0,7.0,7.0,Z,Z
19252,3.0,4.0,4.0,6.0,2.0,3.0,8.0,6.0,11.0,7.0,5.0,15.0,0.0,8.0,7.0,7.0,E,E
19253,5.0,11.0,5.0,8.0,4.0,3.0,13.0,7.0,1.0,11.0,6.0,3.0,0.0,10.0,3.0,8.0,P,P
19254,0.0,1.0,0.0,1.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,I,I
19255,7.0,11.0,8.0,8.0,4.0,7.0,8.0,4.0,8.0,11.0,7.0,8.0,2.0,9.0,6.0,6.0,S,S
19256,6.0,11.0,6.0,8.0,4.0,5.0,7.0,10.0,10.0,7.0,6.0,6.0,3.0,8.0,4.0,8.0,D,D
19257,4.0,7.0,6.0,5.0,4.0,6.0,8.0,3.0,6.0,10.0,8.0,9.0,3.0,8.0,3.0,7.0,H,H
19258,7.0,10.0,10.0,8.0,6.0,10.0,6.0,3.0,6.0,10.0,3.0,7.0,5.0,7.0,5.0,9.0,H,D
19259,4.0,9.0,6.0,6.0,5.0,6.0,8.0,8.0,5.0,6.0,5.0,12.0,5.0,8.0,7.0,4.0,U,R
19260,2.0,2.0,3.0,3.0,2.0,7.0,9.0,5.0,4.0,7.0,6.0,6.0,4.0,9.0,1.0,6.0,N,N
